drugA,drugB,meddra,type,dynamic,n_injected
21601161,21605129,37219937,negative,,0
21600234,21602653,35205038,negative,,0
21602823,21603009,35909517,negative,,0
21604417,21604436,36718537,negative,,0
21603929,21604348,35708208,negative,,0
21604422,21604434,36110597,negative,,0
21601390,21603896,36110597,negative,,0
21600493,21604193,35809310,negative,,0
21602485,21603980,37521342,negative,,0
21604433,21604544,35809327,negative,,0
21600658,21603356,35809054,negative,,0
21600732,21603392,42889536,negative,,0
21602730,21603718,35809243,negative,,0
21603082,21603392,42889536,negative,,0
21600575,21603800,36110642,negative,,0
21603288,21603356,35809243,negative,,0
21600399,21604757,35809071,negative,,0
21600493,21604210,36313594,negative,,0
21601129,21603929,35809181,negative,,0
21604712,21603404,35809059,negative,,0
21604422,21604436,36718301,negative,,0
21602735,21603921,35809146,negative,,0
21602735,21604436,35809327,negative,,0
21603909,21603929,35708164,negative,,0
21602732,21603080,35104074,negative,,0
21602338,21602732,37019318,negative,,0
21603356,1588697,37522181,negative,,0
21600747,21600395,35305560,negative,,0
21604543,21604571,36918912,negative,,0
21604348,21604434,35809054,negative,,0
21604415,21604417,35809327,negative,,0
21601431,21603929,37622449,negative,,0
21603908,21603912,43053882,negative,,0
21602732,21603135,35809054,negative,,0
21601394,21603929,35809310,negative,,0
21603758,21603925,36110852,negative,,0
21601129,21603911,42889379,negative,,0
21603080,21603896,37019261,negative,,0
21602102,21603929,35809072,negative,,0
21601161,21603980,35809054,negative,,0
21602735,21601423,36718119,negative,,0
21604094,21604577,35204970,negative,,0
21603929,21603448,35204948,negative,,0
21601399,21603758,35809207,negative,,0
21601518,21603549,37522220,negative,,0
21604431,21604433,37219850,negative,,0
21604422,21604757,36919235,negative,,0
21603967,21603980,35708563,negative,,0
21604431,21604562,36211496,negative,,0
21601518,21602648,37622449,negative,,0
21602338,21603285,36110201,negative,,0
21601423,21603800,35809315,negative,,0
21600575,21603967,35708100,negative,,0
21601423,21603925,36009891,negative,,0
21602734,21603929,36516749,negative,,0
21603905,21603929,35809243,negative,,0
21600399,21604757,36211478,negative,,0
21602735,21603909,43053888,negative,,0
21601390,21604348,36313240,negative,,0
21602256,21601423,36516959,negative,,0
21601394,21603718,35707864,negative,,0
21601423,21603929,37522220,negative,,0
21601392,21603925,36009891,negative,,0
21602256,21603312,35708154,negative,,0
21602102,21602737,35909509,negative,,0
21602485,21603607,35909445,negative,,0
21604571,21603448,35809243,negative,,0
21600083,21602735,37219907,negative,,0
21604051,21603641,35809059,negative,,0
21602737,21603929,36313534,negative,,0
21603896,21603925,35708642,negative,,0
21600575,21600816,35809054,negative,,0
21602734,21601435,35809327,negative,,0
21603929,21603448,35708202,negative,,0
21602732,21603896,35104868,negative,,0
21603131,21603896,36009901,negative,,0
21604559,21604757,36718321,negative,,0
21603756,21603896,37019425,negative,,0
21602737,21604643,35104883,negative,,0
21602732,21603897,45885904,negative,,0
21600096,21604714,35708093,negative,,0
21602338,21603787,35809207,negative,,0
21600663,21603968,35708208,negative,,0
21603967,21604344,37622449,negative,,0
21604433,21604643,43053854,negative,,0
21602338,21602732,36776613,negative,,0
21602256,21603911,36211285,negative,,0
21602485,21603009,35809131,negative,,0
21602485,21603968,35909445,negative,,0
21604711,21604713,36211087,negative,,0
21603758,21603925,37522220,negative,,0
21601423,21603718,36416606,negative,,0
21602485,21604714,37219871,negative,,0
21604433,21604436,43053854,negative,,0
21604562,21604711,35809327,negative,,0
21600816,21603312,35306246,negative,,0
21603288,21603312,35809304,negative,,0
21604344,21604348,36919118,negative,,0
21602096,21604857,36516959,negative,,0
21603080,21603925,788256,negative,,0
21601423,21603929,36110201,negative,,0
21603967,21604344,35708093,negative,,0
21602735,21604889,35708202,negative,,0
21602734,21603927,35708202,negative,,0
21600493,21602734,35809207,negative,,0
21602735,21603968,36315261,negative,,0
21604436,21604714,36718132,negative,,0
21600100,21600575,35708208,negative,,0
21603898,21603929,37522220,negative,,0
21602919,21603312,37219907,negative,,0
21601423,21603800,37219863,negative,,0
21601394,21604571,35104877,negative,,0
21600493,21602919,42889536,negative,,0
21604431,21604714,36416599,negative,,0
21601399,21603929,36110631,negative,,0
21603772,21603992,35104074,negative,,0
21600816,21603911,36516812,negative,,0
21600449,21603549,35708093,negative,,0
21604431,21604574,37320212,negative,,0
21600493,21602931,35104691,negative,,0
21602730,21601435,36718298,negative,,0
21604086,21604272,35204948,negative,,0
21601423,21601428,37080784,negative,,0
21603800,21603804,35909511,negative,,0
21601423,21603908,35809181,negative,,0
21601390,21603851,36009894,negative,,0
21600084,21600493,36718132,negative,,0
21601423,21603777,35104877,negative,,0
21602102,21603448,37219907,negative,,0
21603724,21603795,35104768,negative,,0
21602338,21603895,37522220,negative,,0
21602102,21601423,35707714,negative,,0
21600816,21603497,36718132,negative,,0
21600747,21601789,42890557,negative,,0
21603908,21603929,36110708,negative,,0
21604559,21604757,36718265,negative,,0
21602730,21601390,35708154,negative,,0
21604431,21604711,36315381,negative,,0
21602485,21604712,35909452,negative,,0
21601423,21601429,35909571,negative,,0
21603929,21603968,36516781,negative,,0
21602732,21601423,36110852,negative,,0
21600816,21602256,35809011,negative,,0
21601399,21601435,36110400,negative,,0
21603929,21604260,35809054,negative,,0
21600099,21602485,35909443,negative,,0
21604272,21604402,35204948,negative,,0
21604260,21604571,37622449,negative,,0
21600493,21603967,36919046,negative,,0
21604422,21604543,36919033,negative,,0
21600303,21604344,36110697,negative,,0
21601428,21601435,36313371,negative,,0
21601423,21603908,788653,negative,,0
21602102,21601435,35809243,negative,,0
21602653,21603356,35708093,negative,,0
21602898,21604393,35205345,negative,,0
21601518,21602102,35205388,negative,,0
21601423,21601435,35809131,negative,,0
21602085,21604344,35909571,negative,,0
21601423,21603921,35809076,negative,,0
21601423,21603911,43053882,negative,,0
21600098,21601518,36416595,negative,,0
21603929,21605271,35708093,negative,,0
21600484,21602730,36315575,negative,,0
21602256,21603911,43562826,negative,,0
21602085,21603925,36313534,negative,,0
21601129,21603929,35708093,negative,,0
21601423,21603909,35205025,negative,,0
21604529,21604559,35809043,negative,,0
21604422,21604574,35809310,negative,,0
21601435,21603929,35708178,negative,,0
21604051,21603641,36516959,negative,,0
21602730,21603929,36718123,negative,,0
21603896,21603916,37219863,negative,,0
21603019,21604571,37622449,negative,,0
21603967,21603968,35708202,negative,,0
21602256,21603929,43053882,negative,,0
21603732,21603749,35809207,negative,,0
21602256,21603911,35809155,negative,,0
21600083,21600497,35104691,negative,,0
21602256,21603911,35809361,negative,,0
21600664,21602735,35809076,negative,,0
21604559,21604574,36776613,negative,,0
21604272,21604571,43053854,negative,,0
21600493,21600571,35708208,negative,,0
21601423,21601435,35104103,negative,,0
21602732,21602737,36313176,negative,,0
21601392,21601431,35104177,negative,,0
21602737,21604434,35204948,negative,,0
21604422,21604440,35809340,negative,,0
21602102,21602737,35707907,negative,,0
21602102,21603929,36313573,negative,,0
21604713,21604757,35809310,negative,,0
21602737,21601390,35708093,negative,,0
21600097,21603925,36617948,negative,,0
21602096,21604857,36718347,negative,,0
21601200,21604643,35809310,negative,,0
21603160,21603173,36818729,negative,,0
21601423,21603929,35707751,negative,,0
21600816,21601129,35808976,negative,,0
21601423,21603929,36718149,negative,,0
21602256,21603911,35707713,negative,,0
21601129,21601518,35104884,negative,,0
21602690,21603356,35809079,negative,,0
21601390,21601394,42890163,negative,,0
21602737,21604131,37622449,negative,,0
21604344,21604348,37320136,negative,,0
21600493,21604857,35104113,negative,,0
21603896,21603925,36416600,negative,,0
21602256,21603909,35809327,negative,,0
21600084,21600493,36416501,negative,,0
21601747,21601789,35809310,negative,,0
21603140,21603925,36009901,negative,,0
21604544,21604655,36718321,negative,,0
21601390,21604399,35809327,negative,,0
21602735,21603968,36416534,negative,,0
21601392,21601399,36009892,negative,,0
21603967,21603980,35809120,negative,,0
21604544,21604562,36718199,negative,,0
21602730,21603929,36110570,negative,,0
21603718,21603929,36110630,negative,,0
21603718,21603929,36617295,negative,,0
21602734,21601423,35104883,negative,,0
21604417,21604544,36919235,negative,,0
21602921,21603719,35104236,negative,,0
21603163,21603173,42889636,negative,,0
21603911,21604718,35808976,negative,,0
21603967,21603980,35809059,negative,,0
21600484,21603967,36516876,negative,,0
21603732,21603929,35809207,negative,,0
21600097,21602737,36718379,negative,,0
21602734,21603925,35506609,negative,,0
21603164,21603173,35809079,negative,,0
21600965,21601003,36211555,negative,,0
21602085,21601390,35104877,negative,,0
21602735,21603905,35205025,negative,,0
21602338,21601390,37019318,negative,,0
21601390,21604422,37522220,negative,,0
21600493,21602921,35104877,negative,,0
21600493,21604348,35506628,negative,,0
21601435,21603929,36312648,negative,,0
21601390,21601431,35104883,negative,,0
21604393,21604433,37420527,negative,,0
21601431,21603896,35809327,negative,,0
21603080,21603925,35809310,negative,,0
21600863,21603448,36110642,negative,,0
21602096,21604857,35104883,negative,,0
21603718,21603929,35707920,negative,,0
21604393,21604415,35809327,negative,,0
21600395,21601518,42890557,negative,,0
21601518,21602648,37219925,negative,,0
21600493,21604571,36416595,negative,,0
21601435,21603804,36312648,negative,,0
21600234,21601534,37522220,negative,,0
21601423,21603929,35607031,negative,,0
21604348,21603448,36009756,negative,,0
21602338,21603925,36416609,negative,,0
21604417,21604544,35809076,negative,,0
21601518,21602338,37622449,negative,,0
21601423,21604344,36516959,negative,,0
21604260,21604344,36416600,negative,,0
21603896,21603925,36718119,negative,,0
21604431,21604440,35708202,negative,,0
21602732,21603980,35708202,negative,,0
21602730,21601423,36718500,negative,,0
21602734,21603925,35909508,negative,,0
21600083,21603448,36009756,negative,,0
21603911,21603959,35809327,negative,,0
21602102,21602737,35708151,negative,,0
21601390,21603925,35909508,negative,,0
21604559,21604571,35708208,negative,,0
21600732,21604562,42889636,negative,,0
21602256,21603911,35708155,negative,,0
21602338,21603925,42889498,negative,,0
21602735,21603929,36009738,negative,,0
21601423,21603929,35104165,negative,,0
21602737,21603732,35809072,negative,,0
21602256,21601423,35205025,negative,,0
21603749,21604305,35607096,negative,,0
21604422,21604757,35708208,negative,,0
21603356,21603362,37320143,negative,,0
21602730,21603732,35708038,negative,,0
21602734,21603896,36516886,negative,,0
21603851,21604229,35104341,negative,,0
21603800,21603929,36313534,negative,,0
21601423,21601435,36110540,negative,,0
21603392,21603613,42889536,negative,,0
21602730,21601423,36416501,negative,,0
21603756,21603908,35809327,negative,,0
21600493,21601439,35104691,negative,,0
21601423,21601428,36110591,negative,,0
21601390,21601428,35708038,negative,,0
21602921,21604857,35104236,negative,,0
21603917,21604272,43053854,negative,,0
21603900,21604418,35809054,negative,,0
21602338,21603896,35104243,negative,,0
21602732,21603897,35708093,negative,,0
21603908,21603921,36516802,negative,,0
21600994,21602653,37522220,negative,,0
21603909,21603927,35808914,negative,,0
21601518,21604344,36416600,negative,,0
21603756,21603896,37019292,negative,,0
21603911,21603929,43053882,negative,,0
45893474,21602653,35708202,negative,,0
21602735,21603356,37219810,negative,,0
21602338,21603925,35708093,negative,,0
21601129,21602256,36516951,negative,,0
21601390,21601431,36718132,negative,,0
21603781,21603900,35809054,negative,,0
21602735,21601423,36516749,negative,,0
21604559,21604562,45885570,negative,,0
21601432,21601435,36416595,negative,,0
21601003,21600448,35205268,negative,,0
21604399,21604402,35204948,negative,,0
21602730,21603804,35909511,negative,,0
21601435,21603718,35708093,negative,,0
21604544,21604562,36918942,negative,,0
21601129,21603641,35406429,negative,,0
21603080,21603718,35809054,negative,,0
21604344,21604348,35708564,negative,,0
21603908,21603909,35708208,negative,,0
21602924,21603087,36313176,negative,,0
21604422,21603497,36110597,negative,,0
21601390,21603748,35104113,negative,,0
21603967,21603980,35606964,negative,,0
21602730,21601423,35909501,negative,,0
21601399,21601423,36211650,negative,,0
21602338,21603925,36110201,negative,,0
21603911,21603927,35809243,negative,,0
21604543,21604544,36919033,negative,,0
21604348,21603448,36211496,negative,,0
21603905,21603968,36009833,negative,,0
21602256,21603927,35708242,negative,,0
21600493,21602256,35708208,negative,,0
21603718,21603929,36110116,negative,,0
21604544,21604711,36919236,negative,,0
21601431,21603924,35104877,negative,,0
21602256,21603908,35809005,negative,,0
21600083,21603967,35809243,negative,,0
21604434,21604643,36718301,negative,,0
21603312,43534853,42889536,negative,,0
21602256,21603929,42889379,negative,,0
21603131,21601390,35104883,negative,,0
21601423,21603909,35808914,negative,,0
21603448,21605129,36110715,negative,,0
21602256,21601423,35104074,negative,,0
21601390,21603761,37220014,negative,,0
21601392,21603929,37522220,negative,,0
21603967,21604348,36211492,negative,,0
21602730,21601435,36313436,negative,,0
21600448,21603312,37219907,negative,,0
21604415,21604544,36718347,negative,,0
21602338,21601390,36110874,negative,,0
21602485,21602978,35708202,negative,,0
